,Unnamed: 0,2023-03-14 14:00:00+00:00,2023-03-14 15:00:00+00:00,2023-03-14 16:00:00+00:00,2023-03-14 17:00:00+00:00,2023-03-14 18:00:00+00:00,2023-03-14 19:00:00+00:00,2023-03-14 20:00:00+00:00,2023-03-14 21:00:00+00:00
693,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
694,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
695,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
696,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
697,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
698,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
699,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
700,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
701,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
702,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
703,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
704,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
705,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
706,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
707,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
708,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
709,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
710,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
711,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
712,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
713,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
714,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
715,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
716,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
717,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
718,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
719,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
720,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
721,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
722,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
723,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
724,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
725,,0.468,0.3968,0.3444,0.3216,0.1816,0.0,0.0004,0.0012
726,,0.518,0.4391,0.3378,0.32889999999999997,0.2532,0.0006,0.0012000000000000001,0.0012
727,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
728,,0.468,0.3968,0.3444,0.3216,0.1816,0.0,0.0004,0.0012
729,,0.468,0.3968,0.3444,0.3216,0.1816,0.0,0.0004,0.0012
730,,0.5716,0.5288,0.5292,0.5104,1.0344,0.0,0.0,0.0
731,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
732,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
733,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
734,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
735,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
736,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
737,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
738,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
739,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
740,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
741,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
742,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
743,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
744,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
745,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
746,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
747,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
748,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
749,,0.568,0.4814,0.3312,0.3362,0.3248,0.0012,0.002,0.0012
750,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
751,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
752,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
753,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
754,,0.8215999999999999,0.6622,0.5701,0.44630000000000003,1.0619999999999998,0.0006,0.001,0.0006
755,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
756,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
757,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
758,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
759,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
760,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
761,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
762,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
763,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
764,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
765,,1.0752,0.843,0.809,0.5564,1.7992,0.0,0.0,0.0
