,elevation edges,length
436,"(0.072, 0.072)","(0.088, 0.088)"
437,"(0.072, 0.072)","(0.088, 0.088)"
438,"(0.072, 0.072)","(0.088, 0.088)"
439,"(0.072, 0.072)","(0.088, 0.088)"
440,"(0.072, 0.072)","(0.088, 0.088)"
441,"(0.072, 0.072)","(0.088, 0.088)"
442,"(0.072, 0.072)","(0.088, 0.088)"
443,"(0.072, 0.072)","(0.088, 0.088)"
444,"(0.072, 0.072)","(0.088, 0.088)"
445,"(0.072, 0.072)","(0.088, 0.088)"
446,"(0.072, 0.072)","(0.088, 0.088)"
447,"(0.072, 0.072)","(0.088, 0.088)"
448,"(0.072, 0.072)","(0.088, 0.088)"
449,"(0.072, 0.072)","(0.088, 0.088)"
450,"(0.072, 0.072)","(0.088, 0.088)"
451,"(0.072, 0.072)","(0.088, 0.088)"
452,"(0.072, 0.072)","(0.088, 0.088)"
453,"(0.072, 0.072)","(0.088, 0.088)"
454,"(0.072, 0.072)","(0.088, 0.088)"
455,"(0.072, 0.072)","(0.088, 0.088)"
456,"(0.072, 0.072)","(0.088, 0.088)"
457,"(0.072, 0.072)","(0.088, 0.088)"
458,"(0.072, 0.072)","(0.088, 0.088)"
459,"(0.072, 0.072)","(0.088, 0.088)"
460,"(0.072, 0.072)","(0.088, 0.088)"
461,"(0.072, 0.072)","(0.088, 0.088)"
462,"(0.072, 0.128)","(0.088, 0.112)"
463,"(0.072, 0.128)","(0.088, 0.112)"
464,"(0.072, 0.128)","(0.088, 0.112)"
465,"(0.072, 0.128)","(0.088, 0.112)"
466,"(0.072, 0.072)","(0.088, 0.088)"
467,"(0.072, 0.072)","(0.088, 0.088)"
468,"(0.072, 0.072)","(0.088, 0.088)"
469,"(0.072, 0.072)","(0.088, 0.088)"
470,"(0.072, 0.072)","(0.088, 0.088)"
471,"(0.072, 0.072)","(0.088, 0.088)"
472,"(0.072, 0.128)","(0.088, 0.112)"
473,"(0.072, 0.128)","(0.088, 0.112)"
474,"(0.072, 0.128)","(0.088, 0.112)"
475,"(0.072, 0.128)","(0.088, 0.112)"
476,"(0.072, 0.128)","(0.088, 0.112)"
477,"(0.072, 0.128)","(0.088, 0.112)"
478,"(0.072, 0.128)","(0.088, 0.112)"
479,"(0.072, 0.128)","(0.088, 0.112)"
480,"(0.072, 0.128)","(0.088, 0.112)"
481,"(0.072, 0.128)","(0.088, 0.112)"
482,"(0.072, 0.128)","(0.088, 0.112)"
483,"(0.072, 0.128)","(0.088, 0.112)"
484,"(0.072, 0.128)","(0.088, 0.112)"
485,"(0.072, 0.128)","(0.088, 0.112)"
486,"(0.072, 0.128)","(0.088, 0.112)"
487,"(0.072, 0.128)","(0.088, 0.112)"
488,"(0.072, 0.128)","(0.088, 0.112)"
489,"(0.072, 0.128)","(0.088, 0.112)"
490,"(0.072, 0.128)","(0.088, 0.112)"
491,"(0.072, 0.128)","(0.088, 0.112)"
492,"(0.072, 0.128)","(0.088, 0.112)"
493,"(0.072, 0.128)","(0.088, 0.112)"
494,"(0.072, 0.128)","(0.088, 0.112)"
495,"(0.072, 0.128)","(0.088, 0.112)"
496,"(0.072, 0.128)","(0.088, 0.112)"
497,"(0.072, 0.128)","(0.088, 0.112)"
498,"(0.072, 0.128)","(0.088, 0.112)"
499,"(0.072, 0.128)","(0.088, 0.112)"
500,"(0.072, 0.128)","(0.088, 0.112)"
501,"(0.072, 0.128)","(0.088, 0.112)"
502,"(0.072, 0.128)","(0.088, 0.112)"
503,"(0.072, 0.128)","(0.088, 0.112)"
504,"(0.072, 0.128)","(0.088, 0.112)"
505,"(0.072, 0.128)","(0.088, 0.112)"
506,"(0.072, 0.128)","(0.088, 0.112)"
507,"(0.072, 0.128)","(0.088, 0.112)"
508,"(0.072, 0.128)","(0.088, 0.112)"
509,"(0.072, 0.128)","(0.088, 0.112)"
510,"(0.072, 0.128)","(0.088, 0.112)"
511,"(0.072, 0.128)","(0.088, 0.112)"
512,"(0.072, 0.128)","(0.088, 0.112)"
513,"(0.072, 0.128)","(0.088, 0.112)"
514,"(0.072, 0.128)","(0.088, 0.112)"
515,"(0.072, 0.128)","(0.088, 0.112)"
516,"(0.072, 0.128)","(0.088, 0.112)"
517,"(0.072, 0.128)","(0.088, 0.112)"
518,"(0.072, 0.128)","(0.088, 0.112)"
519,"(0.072, 0.128)","(0.088, 0.112)"
520,"(0.072, 0.128)","(0.088, 0.112)"
521,"(0.072, 0.128)","(0.088, 0.112)"
522,"(0.072, 0.128)","(0.088, 0.112)"
523,"(0.072, 0.128)","(0.088, 0.112)"
524,"(0.072, 0.128)","(0.088, 0.112)"
525,"(0.072, 0.128)","(0.088, 0.112)"
526,"(0.072, 0.128)","(0.088, 0.112)"
527,"(0.072, 0.128)","(0.088, 0.112)"
528,"(0.072, 0.128)","(0.088, 0.112)"
529,"(0.072, 0.128)","(0.088, 0.112)"
530,"(0.072, 0.128)","(0.088, 0.112)"
531,"(0.072, 0.128)","(0.088, 0.112)"
532,"(0.072, 0.1)","(0.088, 0.1)"
533,"(0.072, 0.128)","(0.088, 0.112)"
534,"(0.072, 0.128)","(0.088, 0.112)"
535,"(0.072, 0.128)","(0.088, 0.112)"
536,"(0.072, 0.128)","(0.088, 0.112)"
537,"(0.072, 0.128)","(0.088, 0.112)"
538,"(0.072, 0.128)","(0.088, 0.112)"
539,"(0.072, 0.1)","(0.088, 0.1)"
540,"(0.072, 0.1)","(0.088, 0.1)"
541,"(0.072, 0.1)","(0.088, 0.1)"
542,"(0.072, 0.1)","(0.088, 0.1)"
543,"(0.072, 0.1)","(0.088, 0.1)"
544,"(0.072, 0.1)","(0.088, 0.1)"
545,"(0.072, 0.1)","(0.088, 0.1)"
546,"(0.072, 0.1)","(0.088, 0.1)"
547,"(0.072, 0.1)","(0.088, 0.1)"
548,"(0.072, 0.128)","(0.088, 0.112)"
549,"(0.072, 0.128)","(0.088, 0.112)"
550,"(0.072, 0.128)","(0.088, 0.112)"
551,"(0.072, 0.128)","(0.088, 0.112)"
552,"(0.072, 0.128)","(0.088, 0.112)"
553,"(0.072, 0.072)","(0.088, 0.088)"
554,"(0.072, 0.072)","(0.088, 0.088)"
555,"(0.072, 0.072)","(0.088, 0.088)"
556,"(0.072, 0.072)","(0.088, 0.088)"
557,"(0.072, 0.072)","(0.088, 0.088)"
558,"(0.072, 0.072)","(0.088, 0.088)"
559,"(0.072, 0.072)","(0.088, 0.088)"
560,"(0.072, 0.072)","(0.088, 0.088)"
561,"(0.072, 0.072)","(0.088, 0.088)"
562,"(0.072, 0.072)","(0.088, 0.088)"
563,"(0.072, 0.072)","(0.088, 0.088)"
564,"(0.072, 0.072)","(0.088, 0.088)"
565,"(0.072, 0.072)","(0.088, 0.088)"
566,"(0.072, 0.072)","(0.088, 0.088)"
567,"(0.072, 0.072)","(0.088, 0.088)"
568,"(0.072, 0.072)","(0.088, 0.088)"
569,"(0.072, 0.072)","(0.088, 0.088)"
570,"(0.072, 0.072)","(0.088, 0.088)"
571,"(0.072, 0.072)","(0.088, 0.088)"
572,"(0.072, 0.072)","(0.088, 0.088)"
573,"(0.072, 0.072)","(0.088, 0.088)"
574,"(0.072, 0.072)","(0.088, 0.088)"
575,"(0.072, 0.072)","(0.088, 0.088)"
576,"(0.072, 0.072)","(0.088, 0.088)"
577,"(0.072, 0.072)","(0.088, 0.088)"
578,"(0.072, 0.128)","(0.088, 0.112)"
579,"(0.072, 0.128)","(0.088, 0.112)"
580,"(0.072, 0.128)","(0.088, 0.112)"
581,"(0.072, 0.128)","(0.088, 0.112)"
582,"(0.072, 0.128)","(0.088, 0.112)"
583,"(0.072, 0.072)","(0.088, 0.088)"
584,"(0.072, 0.072)","(0.088, 0.088)"
585,"(0.072, 0.072)","(0.088, 0.088)"
586,"(0.072, 0.072)","(0.088, 0.088)"
587,"(0.072, 0.072)","(0.088, 0.088)"
588,"(0.072, 0.072)","(0.088, 0.088)"
589,"(0.072, 0.072)","(0.088, 0.088)"
590,"(0.072, 0.072)","(0.088, 0.088)"
591,"(0.072, 0.072)","(0.088, 0.088)"
592,"(0.072, 0.072)","(0.088, 0.088)"
593,"(0.072, 0.072)","(0.088, 0.088)"
594,"(0.072, 0.072)","(0.088, 0.088)"
595,"(0.072, 0.072)","(0.088, 0.088)"
596,"(0.072, 0.072)","(0.088, 0.088)"
597,"(0.072, 0.072)","(0.088, 0.088)"
598,"(0.072, 0.072)","(0.088, 0.088)"
599,"(0.072, 0.072)","(0.088, 0.088)"
600,"(0.072, 0.072)","(0.088, 0.088)"
601,"(0.072, 0.072)","(0.088, 0.088)"
602,"(0.072, 0.072)","(0.088, 0.088)"
603,"(0.072, 0.072)","(0.088, 0.088)"
604,"(0.072, 0.072)","(0.088, 0.088)"
605,"(0.072, 0.072)","(0.088, 0.088)"
606,"(0.072, 0.072)","(0.088, 0.088)"
607,"(0.072, 0.072)","(0.088, 0.088)"
608,"(0.072, 0.072)","(0.088, 0.088)"
609,"(0.072, 0.072)","(0.088, 0.088)"
610,"(0.072, 0.072)","(0.088, 0.088)"
611,"(0.072, 0.072)","(0.088, 0.088)"
612,"(0.072, 0.072)","(0.088, 0.088)"
613,"(0.072, 0.072)","(0.088, 0.088)"
614,"(0.072, 0.072)","(0.088, 0.088)"
615,"(0.072, 0.072)","(0.088, 0.088)"
616,"(0.072, 0.072)","(0.088, 0.088)"
617,"(0.072, 0.072)","(0.088, 0.088)"
