,elevation edges,length
157,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
158,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
159,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
160,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
161,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
162,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
163,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
164,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
165,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
166,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
167,"(14.137499954222807, 16.462744960443846)","(12.370387459944954, 14.469651840388364)"
168,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
169,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
170,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
171,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
172,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
173,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
174,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
175,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
176,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
177,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
178,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
179,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
180,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
181,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
182,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
183,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
184,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
185,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
186,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
187,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
188,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
189,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
190,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
191,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
192,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
193,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
194,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
195,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
196,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
197,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
198,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
199,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
200,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
201,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
202,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
203,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
204,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
205,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
206,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
207,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
208,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
209,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
210,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
211,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
212,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
213,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
214,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
215,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
216,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
217,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
218,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
219,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
220,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
221,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
222,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
223,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
224,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
225,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
226,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
227,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
228,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
229,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
230,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
231,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
232,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
233,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
234,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
235,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
236,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
237,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
238,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
239,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
240,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
241,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
242,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
243,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
244,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
245,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
246,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
247,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
248,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
249,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
250,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
251,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
252,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
253,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
254,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
255,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
256,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
257,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
258,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
259,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
260,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
261,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
262,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
263,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
264,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
265,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
266,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
267,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
268,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
269,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
270,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
271,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
272,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
273,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
274,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
275,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
276,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
277,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
278,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
279,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
280,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
281,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
282,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
283,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
284,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
285,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
286,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
287,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
288,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
289,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
290,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
291,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
292,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
293,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
294,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
295,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
296,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
297,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
298,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
299,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
300,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
301,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
302,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
303,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
304,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
305,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
306,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
307,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
308,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
309,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
310,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
311,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
312,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
313,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
314,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
315,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
316,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
317,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
318,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
319,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
320,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
321,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
322,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
323,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
324,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
325,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
326,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
327,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
328,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
329,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
330,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
331,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
332,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
333,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
334,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
335,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
336,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
337,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
338,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
339,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
340,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
341,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
342,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
343,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
344,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
345,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
346,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
347,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
348,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
349,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
350,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
351,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
352,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
353,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
354,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
355,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
356,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
357,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
358,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
359,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
360,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
361,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
362,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
363,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
364,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
365,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
366,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
367,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
368,"(14.137499954222807, 16.462744960443846)","(12.370387459944954, 14.469651840388364)"
369,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
370,"(14.883619099994087, 18.841951649159256)","(13.023166712494826, 16.61600769301435)"
371,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
372,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
373,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
374,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
375,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
376,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
377,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
378,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
379,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
380,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
381,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
382,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
383,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
384,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
385,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
386,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
387,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
388,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
389,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
390,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
391,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
392,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
393,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
394,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
395,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
396,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
397,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
398,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
399,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
400,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
401,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
402,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
403,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
404,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
405,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
406,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
407,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
408,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
409,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
410,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
411,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
412,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
413,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
414,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
415,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
416,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
417,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
418,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
419,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
420,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
421,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
422,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
423,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
424,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
425,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
426,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
427,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
428,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
429,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
430,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
431,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
432,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
433,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
434,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
435,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
436,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
437,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
438,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
439,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
440,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
441,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
442,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
443,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
444,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
445,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
446,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
447,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
448,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
449,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
450,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
451,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
452,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
453,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
454,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
455,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
456,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
457,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
458,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
459,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
460,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
461,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
462,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
463,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
464,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
465,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
466,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
467,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
468,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
469,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
470,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
471,"(14.221819989952772, 16.550418365538725)","(12.444242491208676, 14.552616069846382)"
472,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
473,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
474,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
475,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
476,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
477,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
478,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
479,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
480,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
481,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
482,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
483,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
484,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
485,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
486,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
487,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
488,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
489,"(14.17706994047272, 17.090237131163125)","(12.40493619791363, 15.178857489767735)"
